Metadata: {"arch":"arm64","console_log":"console.log","dist_size":208475,"engine":"narcissus","repository":"https://github.com/ivankra/narcissus.git","revision":"a1eae5c735c3932cc435d869e68933d469d419f6","revision_date":"2025-10-08"}
compat-table/intl/Date.prototype.toLocaleTimeString.js: OK
compat-table/intl/Intl.Collator.js: ReferenceError: Intl is not defined
compat-table/intl/Intl.Collator.new-instances.js: ReferenceError: Intl is not defined
compat-table/intl/Intl.Collator.prototype.compare.js: ReferenceError: Intl is not defined
compat-table/intl/Intl.Collator.prototype.resolvedOptions.js: ReferenceError: Intl is not defined
compat-table/intl/Intl.Collator.rejects-invalid-tags.js: ReferenceError: Intl is not defined
compat-table/intl/Intl.Collator.valid-tags.js: failed
compat-table/intl/Intl.Collator.without-new.js: ReferenceError: Intl is not defined
compat-table/intl/Intl.DateTimeFormat.iana-timezones.js: failed
compat-table/intl/Intl.DateTimeFormat.js: ReferenceError: Intl is not defined
compat-table/intl/Intl.DateTimeFormat.new-instances.js: ReferenceError: Intl is not defined
compat-table/intl/Intl.DateTimeFormat.rejects-invalid-tags.js: ReferenceError: Intl is not defined
compat-table/intl/Intl.DateTimeFormat.resolvedOptions.timeZone-default.js: ReferenceError: Intl is not defined
compat-table/intl/Intl.DateTimeFormat.valid-tags.js: failed
compat-table/intl/Intl.DateTimeFormat.without-new.js: ReferenceError: Intl is not defined
compat-table/intl/Intl.NumberFormat.js: ReferenceError: Intl is not defined
compat-table/intl/Intl.NumberFormat.new-instances.js: ReferenceError: Intl is not defined
compat-table/intl/Intl.NumberFormat.rejects-invalid-tags.js: ReferenceError: Intl is not defined
compat-table/intl/Intl.NumberFormat.valid-tags.js: failed
compat-table/intl/Intl.NumberFormat.without-new.js: ReferenceError: Intl is not defined
compat-table/intl/Intl.js: failed
compat-table/intl/Intl.prototype.js: ReferenceError: Intl is not defined
compat-table/intl/Number.prototype.toLocaleString.js: OK
compat-table/intl/Object.prototype.toLocaleString.js: OK
compat-table/intl/String.prototype.localeCompare.js: OK
compat-table/next/Array.isTemplateObject.js: SyntaxError: 10: missing operand; found >
compat-table/next/AsyncDisposableStack.js: SyntaxError: 47: missing : after property
compat-table/next/AsyncIterator.extends.js: SyntaxError: 9: missing ; before statement
compat-table/next/AsyncIterator.from.async-iterable.js: SyntaxError: 44: missing ; before statement
compat-table/next/AsyncIterator.from.iterable.js: SyntaxError: 44: missing ; before statement
compat-table/next/AsyncIterator.from.iterator.js: SyntaxError: 44: missing ; before statement
compat-table/next/AsyncIterator.instanceof.js: SyntaxError: 9: Missing )
compat-table/next/AsyncIterator.prototype.Symbol.toStringTag.js: ReferenceError: AsyncIterator is not defined
compat-table/next/AsyncIterator.prototype.drop.js: SyntaxError: 44: missing ; before statement
compat-table/next/AsyncIterator.prototype.every.js: SyntaxError: 44: Missing )
compat-table/next/AsyncIterator.prototype.filter.js: SyntaxError: 44: missing ; before statement
compat-table/next/AsyncIterator.prototype.find.js: SyntaxError: 44: Missing )
compat-table/next/AsyncIterator.prototype.flatMap.js: SyntaxError: 44: missing ; before statement
compat-table/next/AsyncIterator.prototype.forEach.js: SyntaxError: 44: missing ; before statement
compat-table/next/AsyncIterator.prototype.map.js: SyntaxError: 44: missing ; before statement
compat-table/next/AsyncIterator.prototype.reduce.js: SyntaxError: 44: Missing )
compat-table/next/AsyncIterator.prototype.some.js: SyntaxError: 44: Missing )
compat-table/next/AsyncIterator.prototype.take.js: SyntaxError: 44: missing ; before statement
compat-table/next/AsyncIterator.prototype.toArray.js: SyntaxError: 44: Missing )
compat-table/next/DisposableStack.js: SyntaxError: 12: Invalid property name
compat-table/next/Map.prototype.upsert.js: SyntaxError: 10: missing operand; found >
compat-table/next/RegExp.1-9.js: OK
compat-table/next/RegExp.lastMatch.js: OK
compat-table/next/ShadowRealm.js: failed
compat-table/next/SuppressedError.js: SyntaxError: 13: missing ; before statement
compat-table/next/Symbol.dispose.bound.js: SyntaxError: 11: Invalid property name
compat-table/next/Uint8Array.fromBase64.js: SyntaxError: 13: Bad left-hand side of assignment
compat-table/next/Uint8Array.fromHex.js: SyntaxError: 13: Bad left-hand side of assignment
compat-table/next/Uint8Array.setFromBase64.js: SyntaxError: 11: missing ; before statement
compat-table/next/Uint8Array.setFromHex.js: SyntaxError: 11: missing ; before statement
compat-table/next/Uint8Array.toBase64.js: OK
compat-table/next/Uint8Array.toHex.js: OK
compat-table/next/WeakMap.prototype.upsert.js: SyntaxError: 11: missing operand; found >
compat-table/next/await-using.for-of.js: SyntaxError: 46: missing : after property
compat-table/next/await-using.js: SyntaxError: 44: Missing )
compat-table/next/class-decorators.js: SyntaxError: 9: missing ; before statement
compat-table/next/function.sent.js: SyntaxError: 11: Missing (
compat-table/next/throw-expr.arrow.js: SyntaxError: 9: missing operand; found )
compat-table/next/throw-expr.conditional.js: SyntaxError: 9: missing operand; found throw
compat-table/next/throw-expr.logical.js: SyntaxError: 11: missing operand; found throw
compat-table/next/throw-expr.param-init.js: SyntaxError: 9: Missing )
compat-table/next/using.for-of.js: SyntaxError: 11: Invalid property name
compat-table/next/using.js: SyntaxError: 11: Invalid property name
