Metadata: {"arch":"arm64","binary_sha256":"6f7c2f0fdd37526569ffe18014c1c95853d523e940a484b63251bab4efb271c4","binary_size":4897368,"console_log":"console.log","engine":"otto","go":"1.26.1","repository":"https://github.com/robertkrimen/otto.git","revision":"3ca729876b8973d2faeb6f25d1c8e7dd6580063a","revision_date":"2025-06-13","version":"0.5.1-2-g3ca7298"}
compat-table/es2017/annex-b.Proxy.__lookupGetter__.js: ReferenceError: 'Proxy' is not defined
compat-table/es2017/annex-b.Proxy.__lookupSetter__.js: ReferenceError: 'Proxy' is not defined
compat-table/es2017/annex-b.for-in-assignment-non-strict.js: failed
compat-table/es2017/async.Symbol.toStringTag.js: SyntaxError: Unexpected token function (and 2 more errors)
compat-table/es2017/async.arrow-in-class.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/es2017/async.arrow.js: SyntaxError: invalid left-hand side in assignment (and 1 more errors)
compat-table/es2017/async.await-non-promise.js: SyntaxError: Unexpected token function (and 12 more errors)
compat-table/es2017/async.await-rejection.js: SyntaxError: Unexpected token function (and 9 more errors)
compat-table/es2017/async.await.js: SyntaxError: Unexpected token function (and 13 more errors)
compat-table/es2017/async.constructor.js: SyntaxError: Unexpected token function (and 7 more errors)
compat-table/es2017/async.methods-class.js: SyntaxError: Unexpected reserved word (and 4 more errors)
compat-table/es2017/async.methods-object.js: SyntaxError: Unexpected identifier (and 25 more errors)
compat-table/es2017/async.must-await-value.js: SyntaxError: Unexpected token function (and 3 more errors)
compat-table/es2017/async.no-await-in-params.js: SyntaxError: Unexpected token function (and 3 more errors)
compat-table/es2017/async.no-line-break.js: SyntaxError: Unexpected token function (and 3 more errors)
compat-table/es2017/async.no-prototype.js: SyntaxError: Unexpected token function (and 2 more errors)
compat-table/es2017/async.prototype-chain.js: SyntaxError: Unexpected token function (and 4 more errors)
compat-table/es2017/async.return.js: SyntaxError: Unexpected token function (and 3 more errors)
compat-table/es2017/async.throw.js: SyntaxError: Unexpected token function (and 4 more errors)
compat-table/es2017/misc.arguments-caller-removed.js: OK
compat-table/es2017/regex.flags.u.case-folding.js: failed
compat-table/es2017/trailing-comma.arguments.js: OK
compat-table/es2017/trailing-comma.params.js: OK
compat-table/es2018/Promise.prototype.finally.change-rejection.js: ReferenceError: 'Promise' is not defined
compat-table/es2018/Promise.prototype.finally.js: ReferenceError: 'Promise' is not defined
compat-table/es2018/Promise.prototype.finally.no-change-resolution.js: ReferenceError: 'Promise' is not defined
compat-table/es2018/async-iterators.for-await-of.js: SyntaxError: Unexpected token function (and 7 more errors)
compat-table/es2018/async-iterators.generators.js: SyntaxError: Unexpected token function (and 1 more errors)
compat-table/es2018/misc.Proxy-ownKeys-duplicate-keys.js: SyntaxError: Unexpected token ( (and 28 more errors)
compat-table/es2018/misc.template-literal-revision.js: SyntaxError: Unexpected token ILLEGAL (and 4 more errors)
compat-table/es2018/object-rest.js: SyntaxError: Unexpected token { (and 1 more errors)
compat-table/es2018/object-spread.js: SyntaxError: Unexpected token . (and 16 more errors)
compat-table/es2018/regex.flags.s.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/es2018/regex.lookbehind.js: SyntaxError: Invalid regular expression: invalid named capture: `(?<=a)b` (and 2 more errors)
compat-table/es2018/regex.named-capture-groups.js: TypeError: Cannot access member "year" of undefined
compat-table/es2018/regex.unicode-property-escapes.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/es2018/regex.unicode-property-escapes.unicode-11.js: failed
compat-table/es2018/regex.unicode-property-escapes.unicode-12.1.js: failed
compat-table/es2018/regex.unicode-property-escapes.unicode-12.js: SyntaxError: invalid escape: \u: "{10f"
compat-table/es2018/regex.unicode-property-escapes.unicode-13.js: SyntaxError: invalid escape: \u: "{10f"
compat-table/es2018/regex.unicode-property-escapes.unicode-14.js: SyntaxError: invalid escape: \u: "{105"
compat-table/es2018/regex.unicode-property-escapes.unicode-15.1.js: SyntaxError: invalid escape: \u: "{2eb"
compat-table/es2018/regex.unicode-property-escapes.unicode-15.js: SyntaxError: invalid escape: \u: "{11f"
compat-table/es2018/regex.unicode-property-escapes.unicode-16.0.js: SyntaxError: invalid escape: \u: "{105"
compat-table/es2018/regex.unicode-property-escapes.unicode-17.0.js: SyntaxError: invalid escape: \u: "{109"
compat-table/es2019/Array.prototype.flatMap.js: TypeError: "flatMap" is not a function
compat-table/es2019/Array.prototype.flat-flatMap.unscopables.js: ReferenceError: 'Symbol' is not defined
compat-table/es2019/Array.prototype.flat.js: TypeError: "flat" is not a function
compat-table/es2019/Object.fromEntries.js: ReferenceError: 'Map' is not defined
compat-table/es2019/String.prototype.trimEnd.js: OK
compat-table/es2019/String.prototype.trimStart.js: OK
compat-table/es2019/Symbol.prototype.description.empty.js: ReferenceError: 'Symbol' is not defined
compat-table/es2019/Symbol.prototype.description.js: ReferenceError: 'Symbol' is not defined
compat-table/es2019/Symbol.prototype.description.undefined.js: ReferenceError: 'Symbol' is not defined
compat-table/es2019/annex-b.String.prototype.trimLeft.js: OK
compat-table/es2019/annex-b.String.prototype.trimRight.js: OK
compat-table/es2019/misc.Function-toString.Function-constructor.js: SyntaxError: (anonymous): Line 2:9 Unexpected token ; (and 4 more errors)
compat-table/es2019/misc.Function-toString.arrows.js: SyntaxError: (anonymous): Line 1:5 Unexpected token > (and 1 more errors)
compat-table/es2019/misc.Function-toString.class-explicit-constructor.js: SyntaxError: (anonymous): Line 1:14 Unexpected reserved word (and 1 more errors)
compat-table/es2019/misc.Function-toString.class-implicit-constructor.js: SyntaxError: (anonymous): Line 1:2 Unexpected reserved word (and 1 more errors)
compat-table/es2019/misc.Function-toString.computed-names.js: SyntaxError: (anonymous): Line 1:26 Unexpected string (and 3 more errors)
compat-table/es2019/misc.Function-toString.native-code.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/es2019/misc.Function-toString.unicode-escapes.js: SyntaxError: (anonymous): Line 1:30 Unexpected token ILLEGAL (and 7 more errors)
compat-table/es2019/misc.JSON-stringify-well-formed.js: failed
compat-table/es2019/misc.JSON-superset.line-separator.js: SyntaxError: (anonymous): Line 1:1 Unexpected token ILLEGAL
compat-table/es2019/misc.JSON-superset.paragraph-separator.js: SyntaxError: (anonymous): Line 1:1 Unexpected token ILLEGAL
compat-table/es2019/misc.optional-catch-binding.await.js: SyntaxError: Unexpected token function (and 8 more errors)
compat-table/es2019/misc.optional-catch-binding.js: SyntaxError: Unexpected token { (and 1 more errors)
compat-table/es2019/misc.optional-catch-binding.yield.js: SyntaxError: Unexpected token * (and 5 more errors)
compat-table/es2020/BigInt64Array.js: SyntaxError: Unexpected token ILLEGAL (and 3 more errors)
compat-table/es2020/BigInt.asIntN.js: ReferenceError: 'BigInt' is not defined
compat-table/es2020/BigInt.asUintN.js: ReferenceError: 'BigInt' is not defined
compat-table/es2020/BigInt.constructor.js: SyntaxError: Unexpected token ILLEGAL (and 1 more errors)
compat-table/es2020/BigInt.js: SyntaxError: Unexpected token ILLEGAL (and 6 more errors)
compat-table/es2020/BigUint64Array.js: SyntaxError: Unexpected token ILLEGAL (and 3 more errors)
compat-table/es2020/DataView.prototype.getBigInt64.js: SyntaxError: Unexpected token ILLEGAL (and 4 more errors)
compat-table/es2020/DataView.prototype.getBigUint64.js: SyntaxError: Unexpected token ILLEGAL (and 4 more errors)
compat-table/es2020/Promise.allSettled.js: SyntaxError: Unexpected token > (and 9 more errors)
compat-table/es2020/String.prototype.matchAll.js: TypeError: "matchAll" is not a function
compat-table/es2020/String.prototype.matchAll.throws-non-global.js: failed
compat-table/es2020/globalThis.descriptor.js: failed
compat-table/es2020/globalThis.js: failed
compat-table/es2020/nullish-coalescing.js: SyntaxError: Unexpected token ? (and 13 more errors)
compat-table/es2020/optional-chaining.bracket.js: SyntaxError: Unexpected token . (and 12 more errors)
compat-table/es2020/optional-chaining.function-call.js: SyntaxError: Unexpected token . (and 12 more errors)
compat-table/es2020/optional-chaining.method-call.js: SyntaxError: Unexpected token . (and 12 more errors)
compat-table/es2020/optional-chaining.property.js: SyntaxError: Unexpected token . (and 12 more errors)
compat-table/es2020/optional-chaining.spread-params.js: SyntaxError: Unexpected token . (and 12 more errors)
compat-table/es2021/FinalizationRegistry.js: ReferenceError: 'FinalizationRegistry' is not defined
compat-table/es2021/Promise.any.AggregateError.js: SyntaxError: Unexpected token > (and 9 more errors)
compat-table/es2021/Promise.any.fulfillment.js: SyntaxError: Unexpected token > (and 9 more errors)
compat-table/es2021/String.prototype.replaceAll.js: TypeError: "replaceAll" is not a function
compat-table/es2021/WeakRef.js: ReferenceError: 'WeakRef' is not defined
compat-table/es2021/logical-assignment.and.js: SyntaxError: Unexpected identifier (and 3 more errors)
compat-table/es2021/logical-assignment.and.setter-not-invoked.js: SyntaxError: Unexpected identifier (and 4 more errors)
compat-table/es2021/logical-assignment.and.short-circuit.js: SyntaxError: Unexpected identifier (and 3 more errors)
compat-table/es2021/logical-assignment.nullish.js: SyntaxError: Unexpected identifier (and 3 more errors)
compat-table/es2021/logical-assignment.nullish.setter-not-invoked.js: SyntaxError: Unexpected identifier (and 4 more errors)
compat-table/es2021/logical-assignment.nullish.short-circuit.js: SyntaxError: Unexpected identifier (and 2 more errors)
compat-table/es2021/logical-assignment.or.js: SyntaxError: Unexpected identifier (and 3 more errors)
compat-table/es2021/logical-assignment.or.setter-not-invoked.js: SyntaxError: Unexpected identifier (and 4 more errors)
compat-table/es2021/logical-assignment.or.short-circuit.js: SyntaxError: Unexpected identifier (and 2 more errors)
compat-table/es2021/numeric-separators.js: SyntaxError: Unexpected token ILLEGAL (and 1 more errors)
compat-table/es2022/Error.cause.AggregateError-prototype-lacks.js: ReferenceError: 'AggregateError' is not defined
compat-table/es2022/Error.cause.AggregateError.js: ReferenceError: 'AggregateError' is not defined
compat-table/es2022/Error.cause.Error-prototype-lacks.js: OK
compat-table/es2022/Error.cause.Error.js: failed
compat-table/es2022/Error.cause.EvalError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.EvalError.js: failed
compat-table/es2022/Error.cause.RangeError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.RangeError.js: failed
compat-table/es2022/Error.cause.ReferenceError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.ReferenceError.js: failed
compat-table/es2022/Error.cause.SyntaxError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.SyntaxError.js: failed
compat-table/es2022/Error.cause.TypeError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.TypeError.js: failed
compat-table/es2022/Error.cause.URIError-prototype-lacks.js: OK
compat-table/es2022/Error.cause.URIError.js: failed
compat-table/es2022/Object.hasOwn.ToObject-first.js: failed
compat-table/es2022/Object.hasOwn.js: TypeError: "hasOwn" is not a function
compat-table/es2022/at-method.Array.js: TypeError: "at" is not a function
compat-table/es2022/at-method.String.js: TypeError: "at" is not a function
compat-table/es2022/at-method.TypedArray.js: failed
compat-table/es2022/class-fields.computed-instance.js: SyntaxError: Unexpected reserved word
compat-table/es2022/class-fields.computed-static.js: SyntaxError: Unexpected reserved word
compat-table/es2022/class-fields.instance.parent-scope.js: SyntaxError: Unexpected identifier (and 1 more errors)
compat-table/es2022/class-fields.private-instance.initializers.js: SyntaxError: Unexpected reserved word (and 4 more errors)
compat-table/es2022/class-fields.private-instance.js: SyntaxError: Unexpected reserved word (and 5 more errors)
compat-table/es2022/class-fields.private-instance.optional-access.js: SyntaxError: Unexpected reserved word (and 5 more errors)
compat-table/es2022/class-fields.private-instance.optional-deep-access.js: SyntaxError: Unexpected reserved word (and 5 more errors)
compat-table/es2022/class-fields.private-static.js: SyntaxError: Unexpected reserved word (and 4 more errors)
compat-table/es2022/class-fields.public-instance.js: SyntaxError: Unexpected reserved word
compat-table/es2022/class-fields.public-static.js: SyntaxError: Unexpected reserved word
compat-table/es2022/class-fields.static.define.js: SyntaxError: Unexpected reserved word (and 6 more errors)
compat-table/es2022/class-methods.private-accessor.js: SyntaxError: Unexpected reserved word (and 11 more errors)
compat-table/es2022/class-methods.private-instance.js: SyntaxError: Unexpected reserved word (and 6 more errors)
compat-table/es2022/class-methods.private-static-accessor.js: SyntaxError: Unexpected reserved word (and 10 more errors)
compat-table/es2022/class-methods.private-static.js: SyntaxError: Unexpected reserved word (and 6 more errors)
compat-table/es2022/class-static-init-blocks.js: SyntaxError: Unexpected identifier (and 1 more errors)
compat-table/es2022/ergonomic-brand-checks.js: SyntaxError: Unexpected reserved word (and 4 more errors)
compat-table/es2022/regex.flags.d.constructor.js: OK
compat-table/es2022/regex.flags.d.shows-in-flags.js: ReferenceError: 'Proxy' is not defined
compat-table/es2023/Array.prototype.findLastIndex.js: TypeError: "findLastIndex" is not a function
compat-table/es2023/Array.prototype.findLast.js: TypeError: "findLast" is not a function
compat-table/es2023/Array.prototype.toReversed.js: TypeError: "toReversed" is not a function
compat-table/es2023/Array.prototype.toSorted.js: TypeError: "toSorted" is not a function
compat-table/es2023/Array.prototype.toSpliced.js: TypeError: "toSpliced" is not a function
compat-table/es2023/Array.prototype.with.js: TypeError: "with" is not a function
compat-table/es2023/TypedArray.prototype.toReversed.js: ReferenceError: 'Uint8Array' is not defined
compat-table/es2023/TypedArray.prototype.toSorted.js: ReferenceError: 'Uint8Array' is not defined
compat-table/es2023/TypedArray.prototype.with.js: ReferenceError: 'Uint8Array' is not defined
compat-table/es2023/hashbang.js: SyntaxError: Unexpected token ILLEGAL (and 8 more errors)
compat-table/es2024/ArrayBuffer.prototype.detached.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/es2024/ArrayBuffer.prototype.transferToFixedLength.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/es2024/ArrayBuffer.prototype.transfer.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/es2024/Map.groupBy.js: SyntaxError: Unexpected reserved word (and 4 more errors)
compat-table/es2024/Object.groupBy.js: SyntaxError: Unexpected reserved word (and 4 more errors)
compat-table/es2024/Promise.withResolvers.js: ReferenceError: 'Promise' is not defined
compat-table/es2024/regex.flags.v.constructor.js: OK
compat-table/es2024/regex.flags.v.properties-of-strings.js: failed
compat-table/es2024/regex.flags.v.set-notations.js: SyntaxError: Invalid regular expression: invalid character class range: `}--`
compat-table/es2024/regex.flags.v.shows-in-flags.js: ReferenceError: 'Proxy' is not defined
compat-table/es2024/regex.flags.v.unicode-15.1.js: failed
compat-table/es2024/regex.flags.v.unicode-16.0.js: failed
compat-table/es2024/regex.flags.v.unicode-17.0.js: failed
compat-table/es2025/Iterator.extends.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/es2025/Iterator.from.iterable.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/es2025/Iterator.from.iterator.js: SyntaxError: Unexpected reserved word (and 5 more errors)
compat-table/es2025/Iterator.instanceof.js: TypeError: "values" is not a function
compat-table/es2025/Iterator.prototype.Symbol.toStringTag.js: ReferenceError: 'Iterator' is not defined
compat-table/es2025/Iterator.prototype.drop.js: TypeError: "values" is not a function
compat-table/es2025/Iterator.prototype.every.js: SyntaxError: Unexpected token > (and 6 more errors)
compat-table/es2025/Iterator.prototype.filter.js: SyntaxError: Unexpected token > (and 8 more errors)
compat-table/es2025/Iterator.prototype.find.js: SyntaxError: Unexpected token > (and 6 more errors)
compat-table/es2025/Iterator.prototype.flatMap.js: SyntaxError: Unexpected token > (and 8 more errors)
compat-table/es2025/Iterator.prototype.forEach.js: SyntaxError: Unexpected identifier (and 2 more errors)
compat-table/es2025/Iterator.prototype.map.js: SyntaxError: Unexpected token > (and 8 more errors)
compat-table/es2025/Iterator.prototype.reduce.js: SyntaxError: invalid left-hand side in assignment (and 6 more errors)
compat-table/es2025/Iterator.prototype.some.js: SyntaxError: Unexpected token > (and 6 more errors)
compat-table/es2025/Iterator.prototype.take.js: TypeError: "values" is not a function
compat-table/es2025/Iterator.prototype.toArray.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/es2025/Promise.try.js: ReferenceError: 'Promise' is not defined
compat-table/es2025/RegExp.escape.js: TypeError: "escape" is not a function
compat-table/es2025/Set.prototype.difference.js: ReferenceError: 'Set' is not defined
compat-table/es2025/Set.prototype.intersection.js: ReferenceError: 'Set' is not defined
compat-table/es2025/Set.prototype.isDisjointFrom.js: ReferenceError: 'Set' is not defined
compat-table/es2025/Set.prototype.isSubsetOf.js: ReferenceError: 'Set' is not defined
compat-table/es2025/Set.prototype.isSupersetOf.js: ReferenceError: 'Set' is not defined
compat-table/es2025/Set.prototype.symmetricDifference.js: ReferenceError: 'Set' is not defined
compat-table/es2025/Set.prototype.union.js: ReferenceError: 'Set' is not defined
compat-table/es2025/regex.duplicate-named-groups.js: OK
compat-table/es2025/regex.pattern-modifiers.i.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/es2025/regex.pattern-modifiers.m.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/es2025/regex.pattern-modifiers.s.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/intl/Array.prototype.toLocaleString.js: OK
compat-table/intl/Date.prototype.toLocaleDateString.js: OK
compat-table/intl/Date.prototype.toLocaleString.js: OK
compat-table/intl/Date.prototype.toLocaleTimeString.js: OK
compat-table/intl/Intl.Collator.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.Collator.new-instances.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.Collator.prototype.compare.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.Collator.prototype.resolvedOptions.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.Collator.rejects-invalid-tags.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.Collator.valid-tags.js: failed
compat-table/intl/Intl.Collator.without-new.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.iana-timezones.js: failed
compat-table/intl/Intl.DateTimeFormat.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.new-instances.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.rejects-invalid-tags.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.resolvedOptions.timeZone-default.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.DateTimeFormat.valid-tags.js: failed
compat-table/intl/Intl.DateTimeFormat.without-new.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.NumberFormat.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.NumberFormat.new-instances.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.NumberFormat.rejects-invalid-tags.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.NumberFormat.valid-tags.js: failed
compat-table/intl/Intl.NumberFormat.without-new.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Intl.js: failed
compat-table/intl/Intl.prototype.js: ReferenceError: 'Intl' is not defined
compat-table/intl/Number.prototype.toLocaleString.js: OK
compat-table/intl/Object.prototype.toLocaleString.js: OK
compat-table/intl/String.prototype.localeCompare.js: OK
compat-table/next/Array.isTemplateObject.js: SyntaxError: Unexpected token > (and 10 more errors)
compat-table/next/AsyncDisposableStack.js: SyntaxError: Unexpected token [ (and 20 more errors)
compat-table/next/AsyncIterator.extends.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/next/AsyncIterator.from.async-iterable.js: SyntaxError: Unexpected token function (and 19 more errors)
compat-table/next/AsyncIterator.from.iterable.js: SyntaxError: Unexpected token function (and 19 more errors)
compat-table/next/AsyncIterator.from.iterator.js: SyntaxError: Unexpected token function (and 19 more errors)
compat-table/next/AsyncIterator.instanceof.js: SyntaxError: Unexpected token function (and 7 more errors)
compat-table/next/AsyncIterator.prototype.Symbol.toStringTag.js: ReferenceError: 'AsyncIterator' is not defined
compat-table/next/AsyncIterator.prototype.drop.js: SyntaxError: Unexpected token function (and 17 more errors)
compat-table/next/AsyncIterator.prototype.every.js: SyntaxError: Unexpected token function (and 10 more errors)
compat-table/next/AsyncIterator.prototype.filter.js: SyntaxError: Unexpected token function (and 17 more errors)
compat-table/next/AsyncIterator.prototype.find.js: SyntaxError: Unexpected token function (and 10 more errors)
compat-table/next/AsyncIterator.prototype.flatMap.js: SyntaxError: Unexpected token function (and 17 more errors)
compat-table/next/AsyncIterator.prototype.forEach.js: SyntaxError: Unexpected identifier (and 10 more errors)
compat-table/next/AsyncIterator.prototype.map.js: SyntaxError: Unexpected token function (and 17 more errors)
compat-table/next/AsyncIterator.prototype.reduce.js: SyntaxError: Unexpected token function (and 10 more errors)
compat-table/next/AsyncIterator.prototype.some.js: SyntaxError: Unexpected token function (and 10 more errors)
compat-table/next/AsyncIterator.prototype.take.js: SyntaxError: Unexpected token function (and 17 more errors)
compat-table/next/AsyncIterator.prototype.toArray.js: SyntaxError: Unexpected token function (and 10 more errors)
compat-table/next/DisposableStack.js: SyntaxError: Unexpected identifier (and 25 more errors)
compat-table/next/Map.prototype.upsert.js: SyntaxError: Unexpected reserved word (and 7 more errors)
compat-table/next/RegExp.1-9.js: failed
compat-table/next/RegExp.lastMatch.js: failed
compat-table/next/ShadowRealm.js: failed
compat-table/next/SuppressedError.js: SyntaxError: Unexpected identifier (and 11 more errors)
compat-table/next/Symbol.dispose.bound.js: SyntaxError: Unexpected identifier (and 16 more errors)
compat-table/next/Uint8Array.fromBase64.js: SyntaxError: Unexpected reserved word (and 8 more errors)
compat-table/next/Uint8Array.fromHex.js: SyntaxError: Unexpected reserved word (and 8 more errors)
compat-table/next/Uint8Array.setFromBase64.js: SyntaxError: Unexpected reserved word (and 8 more errors)
compat-table/next/Uint8Array.setFromHex.js: SyntaxError: Unexpected reserved word (and 8 more errors)
compat-table/next/Uint8Array.toBase64.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/next/Uint8Array.toHex.js: SyntaxError: Unexpected reserved word (and 1 more errors)
compat-table/next/WeakMap.prototype.upsert.js: SyntaxError: Unexpected reserved word (and 7 more errors)
compat-table/next/await-using.for-of.js: SyntaxError: Unexpected token [ (and 20 more errors)
compat-table/next/await-using.js: SyntaxError: Unexpected token function (and 16 more errors)
compat-table/next/class-decorators.js: SyntaxError: Unexpected reserved word (and 3 more errors)
compat-table/next/function.sent.js: SyntaxError: Unexpected token * (and 11 more errors)
compat-table/next/throw-expr.arrow.js: SyntaxError: Unexpected token ) (and 2 more errors)
compat-table/next/throw-expr.conditional.js: SyntaxError: Unexpected token throw (and 3 more errors)
compat-table/next/throw-expr.logical.js: SyntaxError: Unexpected token throw (and 3 more errors)
compat-table/next/throw-expr.param-init.js: SyntaxError: Unexpected token = (and 2 more errors)
compat-table/next/using.for-of.js: SyntaxError: Unexpected identifier (and 22 more errors)
compat-table/next/using.js: SyntaxError: Unexpected identifier (and 16 more errors)
